unix_ts,counter,avg_rate,inst_rate
1345263480,295279.248,0.0,0.0
1345263540,295279.248,0.0,0.0
1345263600,295279.248,0.0,0.0
1345263660,295279.248,0.0,0.0
1345263720,295279.248,0.0,0.0
1345263780,295279.248,0.0,0.0
1345263840,295279.248,0.0,0.0
1345263900,295279.248,0.0,0.0
1345263960,295279.248,0.0,0.0
1345264020,295279.248,0.0,0.0
1345264080,295279.248,0.0,0.0
1345264140,295279.248,0.0,0.0
1345264200,295279.248,0.0,0.0
1345264260,295279.248,0.0,0.0
1345264320,295279.248,0.0,0.0
1345264380,295279.248,0.0,0.0
1345264440,295279.248,0.0,0.0
1345264500,295279.248,0.0,0.0
1345264560,295279.248,0.0,0.0
1345264620,295279.248,0.0,0.0
1345264680,295279.248,0.0,0.0
1345264740,295279.248,0.0,0.0
1345264800,295279.248,0.0,0.0
1345264860,295279.248,0.0,0.0
1345264920,295279.248,0.0,0.0
1345264980,295279.248,0.0,0.0
1345265040,295279.248,0.0,0.0
1345265100,295279.248,0.0,0.0
1345265160,295279.248,0.0,0.0
1345265220,295279.248,0.0,0.0
1345265280,295279.248,0.0,0.0
1345265340,295279.248,0.0,0.0
1345265400,295279.248,0.0,0.0
1345265460,295279.248,0.0,0.0
1345265520,295279.248,0.0,0.0
1345265580,295279.248,0.0,0.0
1345265640,295279.248,0.0,0.0
1345265700,295279.248,0.0,0.0
1345265760,295279.248,0.0,0.0
1345265820,295279.248,0.0,0.0
1345265880,295279.248,0.0,0.0
1345265940,295279.248,0.0,0.0
1345266000,295279.248,0.0,0.0
1345266060,295279.248,0.0,0.0
1345266120,295279.248,0.0,0.0
1345266180,295279.248,0.0,0.0
1345266240,295279.248,0.0,0.0
1345266300,295279.248,0.0,0.0
1345266360,295279.248,0.0,0.0
1345266420,295279.248,0.0,0.0
1345266480,295279.248,0.0,0.0
1345266540,295279.248,0.0,0.0
1345266600,295279.248,0.0,0.0
1345266660,295279.248,0.0,0.0
1345266720,295279.248,0.0,0.0
1345266780,295279.248,0.0,0.0
1345266840,295279.248,0.0,0.0
1345266900,295279.248,0.0,0.0
1345266960,295279.248,0.0,0.0
1345267020,295279.248,0.0,0.0
1345267080,295279.248,0.0,0.0
1345267140,295279.248,0.0,0.0
1345267200,295279.248,0.0,0.0
1345267260,295279.248,0.0,0.0
1345267320,295279.248,0.0,0.0
1345267380,295279.248,0.0,0.0
1345267440,295279.248,0.0,0.0
1345267500,295279.248,0.0,0.0
1345267560,295279.248,0.0,0.0
1345267620,295279.248,0.0,0.0
1345267680,295279.248,0.0,0.0
1345267740,295279.248,0.0,0.0
1345267800,295279.248,0.0,0.0
1345267860,295279.248,0.0,0.0
1345267920,295279.248,0.0,0.0
1345267980,295279.248,0.0,0.0
1345268040,295279.248,0.0,0.0
1345268100,295279.248,0.0,0.0
1345268160,295279.248,0.0,0.0
1345268220,295279.248,0.0,0.0
1345268280,295279.248,0.0,0.0
1345268340,295279.248,0.0,0.0
1345268400,295279.248,0.0,0.0
1345268460,295279.248,0.0,0.0
1345268520,295279.248,0.0,0.0
1345268580,295279.248,0.0,0.0
1345268640,295279.248,0.0,0.0
1345268700,295279.248,0.0,0.0
1345268760,295279.248,0.0,0.0
1345268820,295279.248,0.0,0.0
1345268880,295279.248,0.0,0.0
1345268940,295279.248,0.0,0.0
1345269000,295279.248,0.0,0.0
1345269060,295279.248,0.0,0.0
1345269120,295279.248,0.0,0.0
1345269180,295279.248,0.0,0.0
1345269240,295279.248,0.0,0.0
1345269300,295279.248,0.0,0.0
1345269360,295279.248,0.0,0.0
1345269420,295279.248,0.0,0.0
1345269480,295279.248,0.0,0.0
1345269540,295279.248,0.0,0.0
1345269600,295279.248,0.0,0.0
1345269660,295279.248,0.0,0.0
1345269720,295279.248,0.0,0.0
1345269780,295279.248,0.0,0.0
1345269840,295279.248,0.0,0.0
1345269900,295279.248,0.0,0.0
1345269960,295279.248,0.0,0.0
1345270020,295279.248,0.0,0.0
1345270080,295279.248,0.0,0.0
1345270140,295279.248,0.0,0.0
1345270200,295279.248,0.0,0.0
1345270260,295279.248,0.0,0.0
1345270320,295279.248,0.0,0.0
1345270380,295279.248,0.0,0.0
1345270440,295279.248,0.0,0.0
1345270500,295279.248,0.0,0.0
1345270560,295279.248,0.0,0.0
1345270620,295279.248,0.0,0.0
1345270680,295279.248,0.0,0.0
1345270740,295279.248,0.0,0.0
1345270800,295279.248,0.0,0.0
1345270860,295279.248,0.0,0.0
1345270920,295279.248,0.0,0.0
1345270980,295279.248,0.0,0.0
1345271040,295279.248,0.0,0.0
1345271100,295279.248,0.0,0.0
1345271160,295279.248,0.0,0.0
1345271220,295279.248,0.0,0.0
1345271280,295279.248,0.0,0.0
1345271340,295279.248,0.0,0.0
1345271400,295279.248,0.0,0.0
