unix_ts,counter,avg_rate,inst_rate
1381263120,660782.176,0.0,0.0
1381263180,660782.176,0.0,0.0
1381263240,660782.176,0.0,0.0
1381263300,660782.176,0.0,0.0
1381263360,660782.176,0.0,0.0
1381263420,660782.176,0.0,0.0
1381263480,660782.176,0.0,0.0
1381263540,660782.176,0.0,0.0
1381263600,660782.176,0.0,0.0
1381263660,660782.176,0.0,0.0
1381263720,660782.176,0.0,0.0
1381263780,660782.176,0.0,0.0
1381263840,660782.176,0.0,0.0
1381263900,660782.176,0.0,0.0
1381263960,660782.176,0.0,0.0
1381264020,660782.176,0.0,0.0
1381264080,660782.176,0.0,0.0
1381264140,660782.176,0.0,0.0
1381264200,660782.176,0.0,0.0
1381264260,660782.176,0.0,0.0
1381264320,660782.176,0.0,0.0
1381264380,660782.176,0.0,0.0
1381264440,660782.176,0.0,0.0
1381264500,660782.176,0.0,0.0
1381264560,660782.176,0.0,0.0
1381264620,660782.176,0.0,0.0
1381264680,660782.176,0.0,0.0
1381264740,660782.176,0.0,0.0
1381264800,660782.176,0.0,0.0
1381264860,660782.176,0.0,0.0
1381264920,660782.176,0.0,0.0
1381264980,660782.176,0.0,0.0
1381265040,660782.176,0.0,0.0
1381265100,660782.176,0.0,0.0
1381265160,660782.176,0.0,0.0
1381265220,660782.176,0.0,0.0
1381265280,660782.176,0.0,0.0
1381265340,660782.176,0.0,0.0
1381265400,660782.176,0.0,0.0
1381265460,660782.176,0.0,0.0
1381265520,660782.176,0.0,0.0
1381265580,660782.176,0.0,0.0
1381265640,660782.176,0.0,0.0
1381265700,660782.176,0.0,0.0
1381265760,660782.176,0.0,0.0
1381265820,660782.176,0.0,0.0
1381265880,660782.176,0.0,0.0
1381265940,660782.176,0.0,0.0
1381266000,660782.176,0.0,0.0
1381266060,660782.176,0.0,0.0
1381266120,660782.176,0.0,0.0
1381266180,660782.176,0.0,0.0
1381266240,660782.176,0.0,0.0
1381266300,660782.176,0.0,0.0
1381266360,660782.176,0.0,0.0
1381266420,660782.176,0.0,0.0
1381266480,660782.176,0.0,0.0
1381266540,660782.176,0.0,0.0
1381266600,660782.176,0.0,0.0
1381266660,660782.176,0.0,0.0
1381266720,660782.176,0.0,0.0
1381266780,660782.176,0.0,0.0
1381266840,660782.176,0.0,0.0
1381266900,660782.176,0.0,0.0
1381266960,660782.176,0.0,0.0
1381267020,660782.176,0.0,0.0
1381267080,660782.176,0.0,0.0
1381267140,660782.176,0.0,0.0
1381267200,660782.176,0.0,0.0
1381267260,660782.176,0.0,0.0
1381267320,660782.176,0.0,0.0
1381267380,660782.176,0.0,0.0
1381267440,660782.176,0.0,0.0
